epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,536.958,2.08275,2.18217,2.42526,0.91603,0.45484,0.58035,0.34191,1.91655,2.41587,2.6284,0.0017228,0.0017228,0.0017228
44,550.779,1.98766,2.17163,2.3934,0.26853,0.54167,0.21265,0.11657,1.97994,6.68017,2.98466,0.0017162,0.0017162,0.0017162
45,565.127,2.05775,2.1243,2.49423,0.31517,0.375,0.31999,0.2094,1.81064,5.67578,2.68602,0.0017096,0.0017096,0.0017096
46,578.167,2.13491,2.04101,2.51538,0.96728,0.33333,0.43064,0.29931,1.82477,3.18291,2.55273,0.001703,0.001703,0.001703
47,591.366,2.01474,1.99561,2.35382,0.95618,0.375,0.55952,0.37473,1.80327,2.11229,2.47878,0.0016964,0.0016964,0.0016964
48,604.435,1.8528,1.98833,2.29993,0.77242,0.42474,0.62637,0.40426,1.96898,2.0153,2.51991,0.0016898,0.0016898,0.0016898
49,617.648,1.9838,2.00447,2.35197,0.9207,0.48457,0.67209,0.39633,1.93518,1.83206,2.46819,0.0016832,0.0016832,0.0016832
50,630.578,2.03794,1.98692,2.38443,0.78612,0.61304,0.70015,0.43373,1.84277,1.69107,2.37333,0.0016766,0.0016766,0.0016766
51,643.624,2.03992,1.87549,2.50914,0.8348,0.625,0.76604,0.45282,1.69006,1.68237,2.25421,0.00167,0.00167,0.00167
52,656.744,1.85577,1.75425,2.21285,0.8087,0.58333,0.69538,0.39162,1.79129,1.79342,2.35534,0.0016634,0.0016634,0.0016634
53,669.908,1.79653,1.67642,2.144,0.71887,0.45833,0.55583,0.31567,1.85415,1.96586,2.50223,0.0016568,0.0016568,0.0016568
54,683.011,1.95621,1.774,2.24334,0.7877,0.29167,0.40463,0.25105,1.84031,2.14281,2.49291,0.0016502,0.0016502,0.0016502
55,696.21,1.82147,1.742,2.2482,0.68723,0.375,0.48539,0.31996,1.73591,2.30039,2.38546,0.0016436,0.0016436,0.0016436
56,709.501,1.91935,1.87223,2.23231,0.26403,0.75,0.335,0.20723,1.7348,2.52218,2.3343,0.001637,0.001637,0.001637
57,722.665,1.85493,1.74016,2.25382,0.31756,0.70833,0.32621,0.1793,1.70271,2.279,2.23118,0.0016304,0.0016304,0.0016304
58,735.971,1.86395,1.6582,2.28751,0.41062,0.60989,0.48533,0.31105,1.67318,1.9757,2.26817,0.0016238,0.0016238,0.0016238
59,749.405,1.79133,1.56678,2.13971,0.67992,0.58333,0.65271,0.46342,1.59437,1.8578,2.25142,0.0016172,0.0016172,0.0016172
60,762.27,1.78012,1.67905,2.23722,1,0.61912,0.78439,0.52955,1.55577,1.68957,2.14362,0.0016106,0.0016106,0.0016106
61,775.283,1.87592,1.68847,2.35422,0.91157,0.66667,0.80237,0.48037,1.81055,1.67622,2.5127,0.001604,0.001604,0.001604
62,788.218,1.86518,1.80671,2.27021,1,0.73856,0.78867,0.4534,1.85231,1.96764,2.721,0.0015974,0.0015974,0.0015974
63,801.397,1.68425,1.54603,2.12804,0.87472,0.75,0.77126,0.49331,1.66655,2.13508,2.55999,0.0015908,0.0015908,0.0015908
64,814.514,1.66017,1.5524,2.16345,0.9281,0.70833,0.77402,0.50001,1.72555,2.05992,2.53251,0.0015842,0.0015842,0.0015842
65,827.33,1.7942,1.64007,2.0837,0.78731,0.79167,0.73067,0.49229,1.61279,1.63203,2.31234,0.0015776,0.0015776,0.0015776
66,840.355,1.63819,1.52982,2.10217,0.84123,0.70833,0.77831,0.52475,1.45163,1.49145,2.08561,0.001571,0.001571,0.001571
67,853.427,1.69819,1.50487,2.03532,0.93477,0.70833,0.84501,0.53897,1.42714,1.36552,2.01124,0.0015644,0.0015644,0.0015644
68,865.934,1.65392,1.46077,1.94516,1,0.74367,0.83854,0.50653,1.53582,1.41223,2.14009,0.0015578,0.0015578,0.0015578
69,878.7,1.79911,1.81236,2.24,0.8768,0.75,0.78831,0.53483,1.33306,1.4254,2.01579,0.0015512,0.0015512,0.0015512
70,890.645,1.54755,1.54112,2.0637,0.74938,0.74763,0.70905,0.49338,1.37317,1.53737,1.9904,0.0015446,0.0015446,0.0015446
71,903.258,1.47788,1.45893,1.93157,0.7409,0.75,0.68699,0.44133,1.54919,1.52862,2.05364,0.001538,0.001538,0.001538
72,915.874,1.50186,1.41776,1.86764,0.81332,0.66667,0.77116,0.46389,1.75373,1.42676,2.26108,0.0015314,0.0015314,0.0015314
73,927.947,1.65515,1.51415,1.97779,0.86019,0.79167,0.81617,0.51675,1.54327,1.33421,2.06686,0.0015248,0.0015248,0.0015248
74,940.703,1.6176,1.37515,1.96341,0.75931,0.78881,0.75337,0.52599,1.3189,1.38211,1.94313,0.0015182,0.0015182,0.0015182
75,953.271,1.73046,1.63212,2.10264,0.84979,0.70724,0.772,0.54618,1.46721,1.28634,2.0964,0.0015116,0.0015116,0.0015116
76,966.25,1.71178,1.51381,2.11989,0.90336,0.77938,0.83727,0.51772,1.63443,1.19542,2.33702,0.001505,0.001505,0.001505
77,979.323,1.481,1.36639,1.96943,1,0.74398,0.81317,0.52758,1.56983,1.29528,2.30249,0.0014984,0.0014984,0.0014984
78,993.224,1.57236,1.46529,2.02399,0.97991,0.70833,0.80718,0.55709,1.5932,1.30359,2.1816,0.0014918,0.0014918,0.0014918
79,1006.37,1.61369,1.49852,2.02751,1,0.77349,0.83921,0.5705,1.57576,1.2787,2.13241,0.0014852,0.0014852,0.0014852
80,1020.59,1.59687,1.44887,2.0461,1,0.74944,0.85027,0.49908,1.63744,1.29423,2.16397,0.0014786,0.0014786,0.0014786
81,1034.02,1.55067,1.50831,2.0063,0.99076,0.83333,0.86837,0.47818,1.71679,1.27444,2.34143,0.001472,0.001472,0.001472
82,1047.37,1.32724,1.1914,1.85652,1,0.83178,0.8788,0.52456,1.56238,1.1931,2.20551,0.0014654,0.0014654,0.0014654
83,1060.38,1.46472,1.31968,2.04048,0.89971,0.83333,0.88362,0.54473,1.48858,1.2034,2.10555,0.0014588,0.0014588,0.0014588
84,1072.65,1.58479,1.26597,1.84064,0.89128,0.83333,0.90514,0.62141,1.36848,1.32792,2.07795,0.0014522,0.0014522,0.0014522
85,1085.82,1.45268,1.32213,1.90767,0.87991,0.83333,0.89993,0.55298,1.46303,1.27957,2.20684,0.0014456,0.0014456,0.0014456
86,1098.98,1.58547,1.39305,1.95407,0.99125,0.83333,0.90223,0.52584,1.62155,1.18143,2.27649,0.001439,0.001439,0.001439
87,1111.87,1.48617,1.23968,1.928,0.98976,0.83333,0.89927,0.56909,1.51712,1.18608,2.14408,0.0014324,0.0014324,0.0014324
88,1125.05,1.51394,1.39452,1.99139,0.98855,0.83333,0.88174,0.56722,1.4384,1.13817,2.0905,0.0014258,0.0014258,0.0014258
89,1138.26,1.32804,1.20156,1.81888,0.98647,0.83333,0.89351,0.54523,1.53385,1.12466,2.20214,0.0014192,0.0014192,0.0014192
90,1151.66,1.34687,1.15954,1.79241,1,0.83032,0.88706,0.54787,1.61405,1.12512,2.24314,0.0014126,0.0014126,0.0014126
91,1164.64,1.41355,1.30358,1.95182,0.98908,0.79167,0.87537,0.5805,1.48799,1.08065,2.12989,0.001406,0.001406,0.001406
92,1177.57,1.40223,1.33787,1.96832,0.67976,0.70757,0.75328,0.49165,1.5266,1.29489,2.1095,0.0013994,0.0013994,0.0013994
93,1191.36,1.48585,1.39732,1.95798,0.6126,0.52757,0.59716,0.36696,1.64606,1.64643,2.16888,0.0013928,0.0013928,0.0013928
94,1204.18,1.51054,1.28027,1.97341,0.78471,0.45833,0.60988,0.38989,1.6354,1.70637,2.15794,0.0013862,0.0013862,0.0013862
95,1217.3,1.40947,1.33357,1.74588,0.66226,0.625,0.74892,0.45996,1.67145,1.51307,2.17445,0.0013796,0.0013796,0.0013796
96,1230.23,1.45497,1.3153,1.86686,0.96595,0.75,0.87597,0.54816,1.5292,1.18852,2.05113,0.001373,0.001373,0.001373
97,1243.66,1.35146,1.18497,1.88454,0.9037,0.78236,0.88988,0.6035,1.39343,1.09591,1.85757,0.0013664,0.0013664,0.0013664
98,1257.71,1.38816,1.30006,1.92071,0.75974,0.83333,0.88679,0.61096,1.36665,1.10209,1.84046,0.0013598,0.0013598,0.0013598
99,1271.57,1.26583,1.12735,1.70018,0.93212,0.75,0.87286,0.57159,1.52454,1.13059,1.97496,0.0013532,0.0013532,0.0013532
100,1285.67,1.42137,1.41974,1.95042,0.98733,0.79167,0.89563,0.50542,1.71968,1.13182,2.2227,0.0013466,0.0013466,0.0013466
101,1299.63,1.35599,1.31816,1.82443,1,0.78141,0.88745,0.55399,1.61329,1.18661,2.18902,0.00134,0.00134,0.00134
102,1313.23,1.27222,1.17508,1.70706,0.89318,0.83333,0.86007,0.58257,1.40527,1.19322,1.9295,0.0013334,0.0013334,0.0013334
103,1326.58,1.44664,1.31683,1.84645,0.90244,0.83333,0.86845,0.62436,1.31272,1.20724,1.82044,0.0013268,0.0013268,0.0013268
104,1339.2,1.34454,1.18917,1.75804,1,0.79086,0.87896,0.58543,1.36375,1.14534,1.8416,0.0013202,0.0013202,0.0013202
105,1352.78,1.24822,1.16732,1.53908,0.96098,0.75,0.88391,0.55248,1.37562,1.13539,1.83773,0.0013136,0.0013136,0.0013136
106,1365.61,1.17242,1.09481,1.6546,0.95072,0.80429,0.90473,0.60067,1.31467,1.13653,1.84719,0.001307,0.001307,0.001307
107,1378.9,1.28349,1.12077,1.78837,0.9476,0.79167,0.89567,0.5944,1.31665,1.1872,1.90941,0.0013004,0.0013004,0.0013004
108,1392.6,1.35895,1.27366,1.77596,0.88252,0.83333,0.90354,0.5835,1.48673,1.2599,2.01788,0.0012938,0.0012938,0.0012938
109,1405.49,1.24364,1.13473,1.66457,0.98211,0.83333,0.91893,0.57557,1.46385,1.19852,1.97741,0.0012872,0.0012872,0.0012872
110,1417.91,1.28469,1.1839,1.76395,0.98814,0.875,0.90022,0.56001,1.41118,1.15121,1.93283,0.0012806,0.0012806,0.0012806
111,1430.67,1.33371,1.20116,1.78541,0.94455,0.875,0.88112,0.54673,1.39377,1.17389,1.95275,0.001274,0.001274,0.001274
112,1443.74,1.33385,1.17899,1.74029,1,0.86338,0.88076,0.55054,1.43676,1.1631,2.01352,0.0012674,0.0012674,0.0012674
113,1457.07,1.19371,1.08575,1.72902,0.9094,0.83657,0.87413,0.51008,1.5178,1.2365,2.12313,0.0012608,0.0012608,0.0012608
114,1471.37,1.42252,1.24554,1.8396,0.91035,0.79167,0.85725,0.52718,1.36878,1.33584,1.9969,0.0012542,0.0012542,0.0012542
115,1484.72,1.28237,1.17024,1.86293,0.99823,0.79167,0.87306,0.60264,1.24308,1.41791,1.86857,0.0012476,0.0012476,0.0012476
116,1497.97,1.33284,1.12342,1.70977,0.90538,0.79758,0.88955,0.63187,1.18803,1.33219,1.80717,0.001241,0.001241,0.001241
117,1511.34,1.28507,1.13042,1.72925,1,0.77303,0.89162,0.64334,1.242,1.2176,1.83944,0.0012344,0.0012344,0.0012344
118,1525.47,1.22117,1.13458,1.7344,0.86031,0.79167,0.86237,0.57737,1.41237,1.14222,1.91577,0.0012278,0.0012278,0.0012278
119,1538.42,1.25171,1.05081,1.5953,0.83742,0.875,0.86748,0.56232,1.44539,1.11741,1.92179,0.0012212,0.0012212,0.0012212
120,1551.59,1.33365,1.23391,1.78508,0.64699,0.83333,0.76618,0.52023,1.29547,1.31815,1.77013,0.0012146,0.0012146,0.0012146
121,1565.51,1.21588,1.00673,1.63767,0.66957,0.83333,0.77649,0.53747,1.32554,1.42708,1.76452,0.001208,0.001208,0.001208
122,1579.36,1.19912,1.09985,1.68352,0.86493,0.875,0.89236,0.59612,1.36397,1.17769,1.77252,0.0012014,0.0012014,0.0012014
123,1592.68,1.20395,1.08397,1.6997,0.98663,0.875,0.92105,0.6324,1.32537,1.00293,1.78512,0.0011948,0.0011948,0.0011948
124,1606.02,1.12488,0.97646,1.54493,0.98133,0.875,0.92361,0.63147,1.3057,1.01513,1.77662,0.0011882,0.0011882,0.0011882
125,1619.6,1.2428,1.15719,1.69187,0.94441,0.91667,0.92585,0.64601,1.25574,1.12355,1.7543,0.0011816,0.0011816,0.0011816
126,1632.55,1.099,0.98668,1.52609,0.9458,0.83333,0.9219,0.62749,1.27288,1.13207,1.74039,0.001175,0.001175,0.001175
127,1645.84,1.16254,1.07367,1.59821,0.95411,0.86656,0.91433,0.63154,1.28267,0.99598,1.74216,0.0011684,0.0011684,0.0011684
128,1659.03,1.2855,1.10148,1.70449,0.99683,0.79167,0.90202,0.62825,1.28229,0.93964,1.74765,0.0011618,0.0011618,0.0011618
129,1671.88,1.26734,1.11481,1.70781,0.97546,0.79167,0.84649,0.6083,1.27491,0.94136,1.756,0.0011552,0.0011552,0.0011552
130,1684.75,1.19154,1.05553,1.63392,0.98741,0.75,0.84033,0.62092,1.2156,0.92469,1.75018,0.0011486,0.0011486,0.0011486
131,1697.9,1.18552,1.00085,1.66575,0.83169,0.82386,0.8471,0.6496,1.16605,0.91885,1.75179,0.001142,0.001142,0.001142
132,1710.58,1.14106,0.97887,1.57894,0.86719,0.79167,0.84025,0.60723,1.22182,0.94019,1.787,0.0011354,0.0011354,0.0011354
133,1723.98,1.14766,0.99947,1.56926,1,0.86288,0.91679,0.59662,1.24972,0.94787,1.76523,0.0011288,0.0011288,0.0011288
134,1736.94,1.19573,1.08185,1.66648,0.98255,0.875,0.92729,0.62145,1.16365,0.95424,1.68938,0.0011222,0.0011222,0.0011222
135,1750.27,1.15485,0.99797,1.52806,0.96564,0.875,0.95059,0.62812,1.17256,1.00864,1.69865,0.0011156,0.0011156,0.0011156
136,1763.3,1.02701,1.02591,1.55286,1,0.85619,0.92672,0.63204,1.18488,1.07653,1.71916,0.001109,0.001109,0.001109
137,1775.96,1.10847,0.94357,1.55166,0.99984,0.83333,0.91187,0.65021,1.17719,1.01536,1.69101,0.0011024,0.0011024,0.0011024
138,1788.73,1.15632,0.97292,1.6053,0.99206,0.83333,0.90831,0.6551,1.12449,0.9594,1.65653,0.0010958,0.0010958,0.0010958
139,1802.98,1.10395,0.93149,1.62015,0.94179,0.79167,0.84812,0.62953,1.15278,0.96842,1.69186,0.0010892,0.0010892,0.0010892
140,1816.3,1.05683,0.95688,1.58533,0.94374,0.79167,0.8526,0.61615,1.20825,1.00689,1.73892,0.0010826,0.0010826,0.0010826
141,1829.56,1.24623,1.21859,1.63514,0.8616,0.875,0.86181,0.59982,1.20915,1.09854,1.71296,0.001076,0.001076,0.001076
142,1842.46,1.18598,0.96609,1.57652,0.83833,0.875,0.91724,0.64078,1.17351,1.11538,1.65874,0.0010694,0.0010694,0.0010694
143,1856.73,1.14252,1.01238,1.54952,1,0.78773,0.92144,0.66481,1.13301,1.06872,1.61173,0.0010628,0.0010628,0.0010628
144,1883.97,1.0717,0.90511,1.51333,0.95409,0.86621,0.94842,0.67993,1.09516,0.99352,1.59717,0.0010562,0.0010562,0.0010562
145,1912.21,1.06644,0.96395,1.50824,0.92512,0.83333,0.93128,0.68095,1.13791,0.97075,1.65884,0.0010496,0.0010496,0.0010496
146,1938.5,1.0264,0.95332,1.45594,0.9291,0.875,0.93394,0.65513,1.19309,1.00405,1.73369,0.001043,0.001043,0.001043
147,1959.08,1.12856,0.9805,1.53624,0.9523,0.83198,0.96393,0.66461,1.13456,1.05488,1.68302,0.0010364,0.0010364,0.0010364
148,1969.55,1.04119,0.8955,1.5425,1,0.69703,0.92566,0.63181,1.13275,1.07352,1.65854,0.0010298,0.0010298,0.0010298
149,1980.67,1.20704,1.02382,1.69811,0.90299,0.77616,0.93106,0.62816,1.1362,0.9902,1.65985,0.0010232,0.0010232,0.0010232
150,1991.46,1.05413,0.92874,1.43852,0.99132,0.875,0.95404,0.6405,1.19218,0.86493,1.69859,0.0010166,0.0010166,0.0010166
151,2002.43,1.07971,0.93303,1.65218,1,0.89595,0.9534,0.61617,1.2562,0.81354,1.7853,0.00101,0.00101,0.00101
152,2013.3,1.01395,0.89289,1.45512,1,0.87313,0.95194,0.63471,1.22027,0.77168,1.74175,0.0010034,0.0010034,0.0010034
153,2024.12,1.00783,0.96595,1.49592,0.95234,0.83268,0.88539,0.65198,1.19718,0.77031,1.72789,0.0009968,0.0009968,0.0009968
154,2034.6,0.98027,0.89891,1.45655,1,0.87457,0.94463,0.66273,1.19286,0.81316,1.71265,0.0009902,0.0009902,0.0009902
155,2045.17,1.06034,0.88004,1.51813,0.95347,0.91667,0.94662,0.66261,1.19107,0.82942,1.69853,0.0009836,0.0009836,0.0009836
156,2055.61,1.01189,0.84155,1.46699,0.9281,0.91667,0.94631,0.65641,1.1384,0.83407,1.61578,0.000977,0.000977,0.000977
157,2065.97,1.09398,0.86008,1.46222,0.88554,0.875,0.9341,0.69851,1.10949,0.88989,1.55269,0.0009704,0.0009704,0.0009704
158,2076.16,0.96308,0.83772,1.37614,0.90912,0.8336,0.94052,0.6698,1.06288,0.96046,1.53689,0.0009638,0.0009638,0.0009638
159,2086.44,1.07544,0.84746,1.42775,0.9949,0.79167,0.9154,0.64739,1.02845,0.98738,1.53255,0.0009572,0.0009572,0.0009572
160,2096.82,1.00479,0.85255,1.46024,0.98288,0.79167,0.92735,0.6754,1.02022,0.96264,1.49981,0.0009506,0.0009506,0.0009506
161,2107.28,0.93771,0.88734,1.50218,0.91593,0.90821,0.94258,0.69522,1.06926,0.88073,1.53986,0.000944,0.000944,0.000944
162,2117.61,1.01082,0.89962,1.41113,0.99218,0.70833,0.9015,0.65229,1.09942,1.04835,1.59945,0.0009374,0.0009374,0.0009374
163,2128.1,0.99692,0.86805,1.39391,0.78034,0.66667,0.82721,0.61251,1.08295,1.21204,1.62147,0.0009308,0.0009308,0.0009308
164,2138.44,1.01467,0.9493,1.47887,0.78617,0.7664,0.85534,0.60912,1.11333,1.06319,1.63673,0.0009242,0.0009242,0.0009242
165,2148.77,1.05093,0.9004,1.52447,0.77142,0.91667,0.93095,0.62378,1.12225,0.92597,1.61499,0.0009176,0.0009176,0.0009176
166,2159.1,0.96381,0.92664,1.47055,0.84465,0.95833,0.96523,0.65137,1.12972,0.86549,1.58721,0.000911,0.000911,0.000911
167,2169.44,1.0259,0.85844,1.4087,0.91108,0.85433,0.96717,0.66649,1.11428,0.89165,1.5903,0.0009044,0.0009044,0.0009044
168,2179.81,0.99538,0.88414,1.43027,0.93286,0.83333,0.94258,0.6495,1.16458,0.97951,1.63156,0.0008978,0.0008978,0.0008978
169,2190.62,0.87961,0.79184,1.36238,0.9518,0.82323,0.92338,0.6134,1.257,0.97734,1.6863,0.0008912,0.0008912,0.0008912
170,2202.62,1.02532,0.91286,1.48762,0.9122,0.86606,0.9227,0.61032,1.24295,0.9309,1.67121,0.0008846,0.0008846,0.0008846
171,2214.02,0.99349,0.80269,1.40236,0.95406,0.86571,0.92702,0.64039,1.14704,0.86037,1.60136,0.000878,0.000878,0.000878
172,2224.92,1.06969,0.89088,1.44221,1,0.8285,0.90912,0.67453,1.06437,0.84718,1.55101,0.0008714,0.0008714,0.0008714
173,2235.57,1.04899,0.90168,1.53812,0.96609,0.79167,0.89021,0.67548,1.06691,0.84419,1.5759,0.0008648,0.0008648,0.0008648
174,2246.16,0.94321,0.83418,1.4114,0.97473,0.70833,0.84249,0.63606,1.15946,0.84646,1.66398,0.0008582,0.0008582,0.0008582
175,2256.59,1.07613,1.04401,1.63282,1,0.74205,0.85072,0.6147,1.22814,0.88413,1.70813,0.0008516,0.0008516,0.0008516
176,2267.09,1.00096,0.88871,1.47214,0.97856,0.75,0.87783,0.62251,1.21738,0.85979,1.69079,0.000845,0.000845,0.000845
177,2277.53,1.00732,0.83318,1.40938,0.95172,0.82171,0.93966,0.64271,1.16376,0.86353,1.6376,0.0008384,0.0008384,0.0008384
178,2287.99,1.00794,0.88247,1.41369,0.95095,0.75,0.91921,0.65669,1.1397,0.83957,1.58393,0.0008318,0.0008318,0.0008318
179,2298.34,0.94017,0.8293,1.4397,0.87771,0.89756,0.97039,0.66701,1.15771,0.82613,1.57453,0.0008252,0.0008252,0.0008252
180,2309.09,0.96406,0.85457,1.3563,0.98596,0.79167,0.96567,0.66241,1.1511,0.80301,1.57906,0.0008186,0.0008186,0.0008186
181,2319.65,1.0162,0.85675,1.4861,0.94935,0.83333,0.96699,0.67769,1.08484,0.77917,1.51078,0.000812,0.000812,0.000812
182,2329.99,0.98823,0.81259,1.48812,0.81998,0.94919,0.96815,0.68638,1.00671,0.75901,1.46279,0.0008054,0.0008054,0.0008054
183,2340.69,0.98094,0.78412,1.36808,1,0.82312,0.96119,0.70941,0.95568,0.74788,1.44547,0.0007988,0.0007988,0.0007988
184,2350.99,1.04999,0.86915,1.49229,0.92545,0.83333,0.94758,0.70836,1.00415,0.8304,1.51726,0.0007922,0.0007922,0.0007922
185,2361.35,0.86928,0.77774,1.33459,0.98675,0.79167,0.95237,0.70373,1.04826,0.86179,1.53744,0.0007856,0.0007856,0.0007856
186,2371.86,0.90468,0.77461,1.3657,1,0.87418,0.97786,0.70916,1.01539,0.86127,1.50179,0.000779,0.000779,0.000779
187,2382.47,0.9216,0.73348,1.3704,1,0.8837,0.98157,0.69994,1.03143,0.87802,1.50333,0.0007724,0.0007724,0.0007724
