epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2414.78,1.06018,0.91442,1.48418,0.81674,0.78947,0.80901,0.59123,1.20163,1.22306,1.70713,0.0008054,0.0008054,0.0008054
183,2424.35,1.18028,1.03424,1.50543,0.82097,0.78947,0.81889,0.59962,1.18431,1.15216,1.68661,0.0007988,0.0007988,0.0007988
184,2433.95,1.07157,0.86865,1.48111,0.79928,0.78947,0.8233,0.56633,1.22077,1.13994,1.70725,0.0007922,0.0007922,0.0007922
185,2443.49,1.0131,0.8717,1.36175,0.79928,0.78947,0.8233,0.56633,1.22077,1.13994,1.70725,0.0007856,0.0007856,0.0007856
186,2453.37,0.98039,0.84906,1.31002,0.79751,0.82968,0.82077,0.54956,1.2388,1.16545,1.72152,0.000779,0.000779,0.000779
187,2463.38,0.9794,0.87254,1.35988,0.84606,0.89474,0.86832,0.57941,1.1981,1.1565,1.73686,0.0007724,0.0007724,0.0007724
188,2473.58,1.03774,0.948,1.4526,0.84939,0.89474,0.85691,0.56146,1.20127,1.18276,1.79798,0.0007658,0.0007658,0.0007658
189,2483.27,1.08609,0.91747,1.44385,0.84939,0.89474,0.85691,0.56146,1.20127,1.18276,1.79798,0.0007592,0.0007592,0.0007592
190,2494.55,1.04343,0.89704,1.37911,0.88208,0.84211,0.84284,0.53534,1.27748,1.24792,1.82871,0.0007526,0.0007526,0.0007526
191,2505,1.04641,0.85348,1.44298,0.87815,0.78947,0.83471,0.50601,1.3433,1.31824,1.84089,0.000746,0.000746,0.000746
192,2514.22,1.02928,0.85606,1.39598,0.84083,0.73684,0.82458,0.47372,1.41411,1.43851,1.89298,0.0007394,0.0007394,0.0007394
193,2523.78,0.91494,0.88419,1.25874,0.84083,0.73684,0.82458,0.47372,1.41411,1.43851,1.89298,0.0007328,0.0007328,0.0007328
194,2534.46,0.96081,0.83375,1.38695,0.61822,0.84211,0.79331,0.44743,1.41288,1.5479,1.88533,0.0007262,0.0007262,0.0007262
195,2545.43,0.98698,0.85103,1.4072,0.80262,0.64262,0.76977,0.44216,1.34741,1.58228,1.8282,0.0007196,0.0007196,0.0007196
196,2555.82,1.01846,0.8746,1.3737,0.85739,0.63292,0.825,0.49447,1.30834,1.34595,1.77615,0.000713,0.000713,0.000713
197,2565.8,0.95338,0.84119,1.36122,0.85739,0.63292,0.825,0.49447,1.30834,1.34595,1.77615,0.0007064,0.0007064,0.0007064
198,2576.8,0.94464,0.81474,1.35613,0.89813,0.84211,0.93286,0.54708,1.31214,1.06277,1.78298,0.0006998,0.0006998,0.0006998
199,2588.61,0.8667,0.7653,1.3063,0.92376,0.89474,0.951,0.61607,1.2682,0.96099,1.76162,0.0006932,0.0006932,0.0006932
200,2598.63,0.9314,0.8612,1.31794,0.94381,0.88457,0.95737,0.61639,1.27766,0.96649,1.74456,0.0006866,0.0006866,0.0006866
201,2609.02,0.83913,0.83307,1.28226,0.94381,0.88457,0.95737,0.61639,1.27766,0.96649,1.74456,0.00068,0.00068,0.00068
202,2618.21,1.00996,0.83901,1.34756,0.93078,0.84211,0.93653,0.57413,1.36115,1.04324,1.80308,0.0006734,0.0006734,0.0006734
203,2628.87,1.03214,0.90576,1.38538,0.88993,0.84211,0.92467,0.5587,1.4254,1.07778,1.87612,0.0006668,0.0006668,0.0006668
204,2638.65,0.95295,0.79104,1.34172,0.81665,0.78947,0.86911,0.53453,1.46289,1.12957,1.94396,0.0006602,0.0006602,0.0006602
205,2647.9,0.99205,0.90361,1.40759,0.81665,0.78947,0.86911,0.53453,1.46289,1.12957,1.94396,0.0006536,0.0006536,0.0006536
206,2657.04,0.93318,0.8369,1.28807,0.80303,0.78947,0.85327,0.55985,1.37536,1.1756,1.9,0.000647,0.000647,0.000647
207,2666.14,0.8521,0.75406,1.31408,0.83311,0.78829,0.82135,0.55144,1.27542,1.19469,1.79893,0.0006404,0.0006404,0.0006404
208,2675.83,0.88713,0.77225,1.30119,0.76194,0.78947,0.79673,0.52243,1.35346,1.23598,1.80793,0.0006338,0.0006338,0.0006338
209,2685.63,0.99924,0.82741,1.34708,0.76194,0.78947,0.79673,0.52243,1.35346,1.23598,1.80793,0.0006272,0.0006272,0.0006272
210,2696.48,1.02105,0.88641,1.42271,0.82153,0.73684,0.77694,0.49166,1.49281,1.24657,1.92938,0.0006206,0.0006206,0.0006206
211,2707.48,0.96563,0.84003,1.3573,0.72392,0.69033,0.75596,0.4856,1.52032,1.27799,1.97537,0.000614,0.000614,0.000614
212,2717.2,0.91238,0.76211,1.35539,0.81227,0.68325,0.77253,0.51515,1.43678,1.29225,1.9274,0.0006074,0.0006074,0.0006074
213,2727.85,0.9157,0.80802,1.36306,0.81227,0.68325,0.77253,0.51515,1.43678,1.29225,1.9274,0.0006008,0.0006008,0.0006008
214,2738.2,0.89099,0.78113,1.34665,0.86703,0.73684,0.82651,0.54241,1.34733,1.24674,1.84905,0.0005942,0.0005942,0.0005942
215,2748.43,0.99849,0.83887,1.39841,0.78107,0.78947,0.83959,0.54435,1.295,1.23785,1.78218,0.0005876,0.0005876,0.0005876
216,2758.73,0.9054,0.77943,1.33403,0.8134,0.78947,0.82735,0.56814,1.27529,1.19176,1.74786,0.000581,0.000581,0.000581
217,2768.45,1.02172,0.87533,1.40435,0.8134,0.78947,0.82735,0.56814,1.27529,1.19176,1.74786,0.0005744,0.0005744,0.0005744
218,2777.68,0.864,0.80529,1.32993,0.85489,0.78947,0.85902,0.58943,1.27776,1.1205,1.71813,0.0005678,0.0005678,0.0005678
219,2787.06,1.01423,0.85687,1.36332,0.91812,0.84211,0.92142,0.61333,1.23947,1.10853,1.68036,0.0005612,0.0005612,0.0005612
220,2796.41,0.90454,0.785,1.34777,0.89471,0.89449,0.93449,0.66049,1.14904,1.1037,1.6461,0.0005546,0.0005546,0.0005546
221,2805.51,0.82572,0.69431,1.25532,0.89471,0.89449,0.93449,0.66049,1.14904,1.1037,1.6461,0.000548,0.000548,0.000548
222,2814.86,0.9113,0.79492,1.34071,0.869,0.89474,0.93341,0.65058,1.16522,1.07055,1.65312,0.0005414,0.0005414,0.0005414
223,2824.46,0.85818,0.75166,1.31896,0.85454,0.92816,0.94954,0.65266,1.13799,0.95631,1.62397,0.0005348,0.0005348,0.0005348
224,2834.02,0.8677,0.75221,1.32859,0.82033,0.96168,0.96446,0.67427,1.09498,0.85388,1.60979,0.0005282,0.0005282,0.0005282
225,2843.54,0.94317,0.79452,1.27561,0.82033,0.96168,0.96446,0.67427,1.09498,0.85388,1.60979,0.0005216,0.0005216,0.0005216
226,2853.25,0.92972,0.7603,1.37374,0.82405,1,0.96906,0.64766,1.11756,0.87021,1.61771,0.000515,0.000515,0.000515
227,2862.84,0.89544,0.80895,1.3523,0.87731,0.94737,0.95059,0.65882,1.12699,0.92179,1.59009,0.0005084,0.0005084,0.0005084
228,2872.3,0.83831,0.70189,1.30621,0.74543,0.92524,0.88757,0.61385,1.17992,1.02633,1.61722,0.0005018,0.0005018,0.0005018
229,2881.56,0.8475,0.72842,1.2747,0.74543,0.92524,0.88757,0.61385,1.17992,1.02633,1.61722,0.0004952,0.0004952,0.0004952
230,2890.81,0.94318,0.78839,1.35809,0.8661,0.68107,0.84086,0.58779,1.23421,1.12472,1.67882,0.0004886,0.0004886,0.0004886
231,2900.18,0.80734,0.71357,1.25754,0.76208,0.73684,0.83943,0.5924,1.2237,1.11527,1.71593,0.000482,0.000482,0.000482
232,2909.69,0.91453,0.78129,1.31338,0.83953,0.82668,0.88646,0.58747,1.17958,1.08568,1.70464,0.0004754,0.0004754,0.0004754
233,2919.04,0.93775,0.84274,1.38143,0.83953,0.82668,0.88646,0.58747,1.17958,1.08568,1.70464,0.0004688,0.0004688,0.0004688
234,2928.21,0.90586,0.74617,1.28983,0.83053,0.84211,0.88943,0.62467,1.17277,1.07042,1.66071,0.0004622,0.0004622,0.0004622
235,2937.36,0.88363,0.76926,1.29616,0.77637,0.91413,0.8928,0.6138,1.15263,1.07006,1.60315,0.0004556,0.0004556,0.0004556
236,2946.63,0.9203,0.77838,1.33094,0.82939,0.84211,0.91996,0.64455,1.09695,1.03035,1.55829,0.000449,0.000449,0.000449
237,2955.8,0.85601,0.72704,1.22245,0.82939,0.84211,0.91996,0.64455,1.09695,1.03035,1.55829,0.0004424,0.0004424,0.0004424
238,2965.14,0.86446,0.7792,1.30523,0.82913,0.89474,0.93528,0.66001,1.09475,0.98274,1.55158,0.0004358,0.0004358,0.0004358
239,2974.49,0.87568,0.77301,1.27402,0.9158,0.84211,0.94601,0.65838,1.12282,0.96888,1.5739,0.0004292,0.0004292,0.0004292
240,2983.65,0.84403,0.71875,1.23635,0.94025,0.82889,0.94594,0.66355,1.10169,0.96415,1.57926,0.0004226,0.0004226,0.0004226
241,2993.06,0.84399,0.75923,1.21209,0.94025,0.82889,0.94594,0.66355,1.10169,0.96415,1.57926,0.000416,0.000416,0.000416
242,3002.22,0.77818,0.73462,1.21301,0.85407,0.92473,0.935,0.66254,1.12132,0.99279,1.61462,0.0004094,0.0004094,0.0004094
243,3011.48,0.83955,0.71061,1.23194,0.88222,0.78854,0.90152,0.60817,1.19886,1.02394,1.66876,0.0004028,0.0004028,0.0004028
244,3020.73,0.83894,0.72886,1.25538,0.839,0.82346,0.8709,0.56632,1.27653,1.05967,1.7296,0.0003962,0.0003962,0.0003962
245,3029.96,0.78823,0.67084,1.27502,0.839,0.82346,0.8709,0.56632,1.27653,1.05967,1.7296,0.0003896,0.0003896,0.0003896
246,3039.51,0.85001,0.72491,1.2648,0.81297,0.84211,0.85373,0.55725,1.30995,1.06849,1.7582,0.000383,0.000383,0.000383
247,3048.81,0.80232,0.67699,1.21651,0.79624,0.84211,0.8532,0.58863,1.27576,1.07937,1.73461,0.0003764,0.0003764,0.0003764
248,3058.14,0.84525,0.70108,1.24042,0.86759,0.84211,0.90828,0.60524,1.23954,1.06959,1.74243,0.0003698,0.0003698,0.0003698
249,3067.3,0.80834,0.71891,1.27426,0.86759,0.84211,0.90828,0.60524,1.23954,1.06959,1.74243,0.0003632,0.0003632,0.0003632
250,3077.04,0.85075,0.71743,1.3132,0.85171,0.84211,0.91823,0.62147,1.19676,1.03369,1.69239,0.0003566,0.0003566,0.0003566
251,3086.68,0.83588,0.76446,1.31995,0.89776,0.84211,0.91525,0.63102,1.17139,1.0355,1.6243,0.00035,0.00035,0.00035
252,3096.04,0.7389,0.66562,1.2202,0.84157,0.83888,0.88295,0.62963,1.1732,1.07327,1.60478,0.0003434,0.0003434,0.0003434
253,3105.19,0.84608,0.77112,1.30803,0.84157,0.83888,0.88295,0.62963,1.1732,1.07327,1.60478,0.0003368,0.0003368,0.0003368
254,3114.66,0.80205,0.6451,1.17025,0.79323,0.84211,0.87449,0.60716,1.17423,1.0706,1.58699,0.0003302,0.0003302,0.0003302
255,3124.14,0.94951,0.80787,1.34952,0.79307,0.80745,0.86713,0.61876,1.13029,1.04152,1.56926,0.0003236,0.0003236,0.0003236
256,3133.43,0.738,0.6717,1.23639,0.94283,0.86877,0.91787,0.63329,1.10868,1.02986,1.57392,0.000317,0.000317,0.000317
257,3142.81,0.7762,0.71342,1.1941,0.94283,0.86877,0.91787,0.63329,1.10868,1.02986,1.57392,0.0003104,0.0003104,0.0003104
258,3152.18,0.9211,0.8195,1.32973,0.91332,0.84211,0.91965,0.63157,1.13761,1.04353,1.59877,0.0003038,0.0003038,0.0003038
259,3161.37,0.80376,0.70693,1.23845,0.91169,0.84211,0.91854,0.62088,1.16013,1.05976,1.60478,0.0002972,0.0002972,0.0002972
260,3170.64,0.81362,0.6928,1.23015,0.80369,0.86247,0.89305,0.61744,1.18772,1.06525,1.60823,0.0002906,0.0002906,0.0002906
261,3179.81,0.78326,0.71933,1.22424,0.80369,0.86247,0.89305,0.61744,1.18772,1.06525,1.60823,0.000284,0.000284,0.000284
262,3189.1,0.75383,0.66342,1.24517,0.88211,0.78771,0.8872,0.60621,1.22983,1.07108,1.63501,0.0002774,0.0002774,0.0002774
263,3198.34,0.86158,0.7314,1.29075,0.88226,0.78879,0.89672,0.60759,1.2632,1.02746,1.6507,0.0002708,0.0002708,0.0002708
264,3207.58,0.80146,0.64462,1.18101,0.77309,0.94737,0.90332,0.62012,1.24486,1.00202,1.63267,0.0002642,0.0002642,0.0002642
265,3217.28,0.72975,0.61617,1.18574,0.77309,0.94737,0.90332,0.62012,1.24486,1.00202,1.63267,0.0002576,0.0002576,0.0002576
266,3226.83,0.8279,0.73741,1.2873,0.81577,0.93273,0.91244,0.62804,1.18631,0.97072,1.60479,0.000251,0.000251,0.000251
267,3236.5,0.75797,0.6694,1.24214,0.8265,0.94737,0.91875,0.6498,1.11742,0.9352,1.55436,0.0002444,0.0002444,0.0002444
268,3245.89,0.85217,0.7562,1.29183,0.85491,0.93095,0.94076,0.67844,1.05674,0.91635,1.51647,0.0002378,0.0002378,0.0002378
269,3255.31,0.88304,0.73276,1.23921,0.85491,0.93095,0.94076,0.67844,1.05674,0.91635,1.51647,0.0002312,0.0002312,0.0002312
270,3264.8,0.73651,0.64758,1.24399,1,0.77467,0.92753,0.67974,1.02945,0.9204,1.49336,0.0002246,0.0002246,0.0002246
271,3274.2,0.80565,0.7073,1.23392,0.84863,0.88559,0.90872,0.68144,1.03439,0.93736,1.49239,0.000218,0.000218,0.000218
272,3283.45,0.78046,0.63072,1.17998,0.8305,0.84211,0.90124,0.66435,1.06948,0.96296,1.50975,0.0002114,0.0002114,0.0002114
273,3292.69,0.74916,0.65109,1.17925,0.8305,0.84211,0.90124,0.66435,1.06948,0.96296,1.50975,0.0002048,0.0002048,0.0002048
274,3301.98,0.81781,0.71471,1.28644,0.83367,0.84211,0.8981,0.67211,1.08535,0.9573,1.53112,0.0001982,0.0001982,0.0001982
275,3311.36,0.8215,0.73281,1.29778,0.80141,0.89474,0.89859,0.66355,1.07925,0.96533,1.53152,0.0001916,0.0001916,0.0001916
276,3321,0.74494,0.65573,1.12845,0.79519,0.89474,0.89554,0.6724,1.06405,0.98339,1.53047,0.000185,0.000185,0.000185
277,3330.64,0.77726,0.68725,1.26121,0.79519,0.89474,0.89554,0.6724,1.06405,0.98339,1.53047,0.0001784,0.0001784,0.0001784
278,3340.14,0.753,0.63938,1.18265,0.85164,0.90684,0.92967,0.67426,1.05077,0.97212,1.52699,0.0001718,0.0001718,0.0001718
279,3349.76,0.70702,0.59514,1.14466,0.88116,0.89474,0.93335,0.65976,1.04,0.95561,1.52296,0.0001652,0.0001652,0.0001652
280,3359.67,0.72944,0.64133,1.18226,0.89884,0.93575,0.93943,0.65842,1.03853,0.94214,1.51904,0.0001586,0.0001586,0.0001586
281,3370.17,0.79866,0.69899,1.2615,0.89884,0.93575,0.93943,0.65842,1.03853,0.94214,1.51904,0.000152,0.000152,0.000152
282,3379.79,0.72281,0.64527,1.21511,0.89951,0.94251,0.94914,0.67915,1.03733,0.928,1.50665,0.0001454,0.0001454,0.0001454
283,3389.13,0.72683,0.62801,1.14914,0.89586,0.94737,0.95069,0.67368,1.05932,0.92134,1.52094,0.0001388,0.0001388,0.0001388
284,3398.47,0.71748,0.63753,1.18865,0.94627,0.94737,0.96852,0.68845,1.07745,0.90831,1.53015,0.0001322,0.0001322,0.0001322
285,3407.84,0.77868,0.72167,1.26045,0.94627,0.94737,0.96852,0.68845,1.07745,0.90831,1.53015,0.0001256,0.0001256,0.0001256
286,3417.16,0.69341,0.60204,1.13868,0.94692,0.94737,0.97404,0.67997,1.07904,0.88941,1.52372,0.000119,0.000119,0.000119
287,3426.73,0.72424,0.65613,1.24267,0.94994,0.89474,0.97404,0.68509,1.0793,0.87201,1.52924,0.0001124,0.0001124,0.0001124
288,3436.27,0.74999,0.6618,1.23086,0.98026,0.89474,0.97404,0.69005,1.0686,0.85612,1.5251,0.0001058,0.0001058,0.0001058
289,3446.95,0.78558,0.71826,1.26294,0.98026,0.89474,0.97404,0.69005,1.0686,0.85612,1.5251,9.92e-05,9.92e-05,9.92e-05
290,3457.14,0.74214,0.67852,1.20218,1,0.89056,0.97065,0.68263,1.05653,0.8457,1.51078,9.26e-05,9.26e-05,9.26e-05
291,3466.99,0.61724,0.66175,1.11406,1,0.88644,0.96969,0.6897,1.04158,0.84836,1.49679,8.6e-05,8.6e-05,8.6e-05
292,3476.98,0.64578,0.71048,1.10824,1,0.88622,0.96969,0.6989,1.02751,0.84667,1.48022,7.94e-05,7.94e-05,7.94e-05
293,3487.71,0.62717,0.62436,1.07968,1,0.88622,0.96969,0.6989,1.02751,0.84667,1.48022,7.28e-05,7.28e-05,7.28e-05
294,3499.1,0.68437,0.71906,1.12594,0.91342,0.89474,0.96053,0.68372,1.01933,0.85035,1.47369,6.62e-05,6.62e-05,6.62e-05
295,3509.87,0.623,0.63501,1.07617,0.93404,0.89474,0.95278,0.68405,1.01698,0.86791,1.47157,5.96e-05,5.96e-05,5.96e-05
296,3520.55,0.59516,0.60748,1.09359,0.87335,0.89474,0.93916,0.68088,1.01662,0.89543,1.47413,5.3e-05,5.3e-05,5.3e-05
297,3531.87,0.57858,0.58384,1.03489,0.87335,0.89474,0.93916,0.68088,1.01662,0.89543,1.47413,4.64e-05,4.64e-05,4.64e-05
298,3542.88,0.65379,0.68295,1.0782,0.84642,0.89474,0.93539,0.6696,1.02182,0.91113,1.47594,3.98e-05,3.98e-05,3.98e-05
299,3552.24,0.59273,0.61959,1.15473,0.94074,0.83587,0.94019,0.67085,1.02738,0.92695,1.48291,3.32e-05,3.32e-05,3.32e-05
300,3562.57,0.61825,0.6124,1.13618,1,0.78688,0.9313,0.66407,1.03342,0.93529,1.4914,2.66e-05,2.66e-05,2.66e-05
